
---------------------------------第1页------------------------------

------------------------------该页有20条微博-----------------------------
{'nickname': '铁路的卫士', 'txt': '\n                    危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，为何这样冷漠！？失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法外 \u200b  展开全文c ', 'date': '\n01月09日22:57\n', 'device': 'iPad mini', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '灵魂审讯室', 'txt': '\n#武汉不明原因肺炎病原体为新型冠状病毒#就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。这种解释非常合理，肯定是新型的 \u200b                ', 'date': '\n01月09日19:36\n', 'device': '微博搜索', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': 'one111zero', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日19:35\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '淡定的小妮', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日19:34\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '淡定的小妮', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日19:34\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '淡定的小妮', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日19:34\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '淡定的小妮', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日19:34\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}

---------------------------------第7页------------------------------

------------------------------该页有4条微博-----------------------------
{'nickname': '快手网红八卦爆料', 'txt': '\n#武汉不明原因肺炎病原体为新型冠状病毒#【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结 \u200b  展开全文c ', 'date': '\n01月09日19:29\n', 'device': 'iPhone XS Max', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '6', 'like_count': '4'}
{'nickname': '快手网红八卦爆料', 'txt': '\n#武汉不明原因肺炎病原体为新型冠状病毒#【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结 \u200b  展开全文c ', 'date': '\n01月09日19:29\n', 'device': 'iPhone XS Max', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '6', 'like_count': '4'}
{'nickname': '快手网红八卦爆料', 'txt': '\n#武汉不明原因肺炎病原体为新型冠状病毒#【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结 \u200b  展开全文c ', 'date': '\n01月09日19:29\n', 'device': 'iPhone XS Max', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '6', 'like_count': '4'}
{'nickname': '快手网红八卦爆料', 'txt': '\n#武汉不明原因肺炎病原体为新型冠状病毒#【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结 \u200b  展开全文c ', 'date': '\n01月09日19:29\n', 'device': 'iPhone XS Max', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '6', 'like_count': '4'}

---------------------------------第8页------------------------------

------------------------------该页有4条微博-----------------------------
{'nickname': '小慕翊', 'txt': '\n                    回复@忒好了儿:解释很全面，已知6种，武汉这个是新型，序列组确认，还得找出治疗办法才好，不然还是得少出门戴口罩//@忒好了儿:回复@公烛谈文化:肺炎冠状病毒目前已知有6种，sars和mers就是非典和中东呼吸综合症是其中2种剧烈的，还有4种是普通的，要说全                ', 'date': '01月09日12:36', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '112', 'comment_count': '371', 'like_count': '1127'}
{'nickname': '小慕翊', 'txt': '\n                    回复@忒好了儿:解释很全面，已知6种，武汉这个是新型，序列组确认，还得找出治疗办法才好，不然还是得少出门戴口罩//@忒好了儿:回复@公烛谈文化:肺炎冠状病毒目前已知有6种，sars和mers就是非典和中东呼吸综合症是其中2种剧烈的，还有4种是普通的，要说全                ', 'date': '01月09日12:36', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '112', 'comment_count': '371', 'like_count': '1127'}
{'nickname': '小慕翊', 'txt': '\n                    回复@忒好了儿:解释很全面，已知6种，武汉这个是新型，序列组确认，还得找出治疗办法才好，不然还是得少出门戴口罩//@忒好了儿:回复@公烛谈文化:肺炎冠状病毒目前已知有6种，sars和mers就是非典和中东呼吸综合症是其中2种剧烈的，还有4种是普通的，要说全                ', 'date': '01月09日12:36', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '112', 'comment_count': '371', 'like_count': '1127'}
{'nickname': '小慕翊', 'txt': '\n                    回复@忒好了儿:解释很全面，已知6种，武汉这个是新型，序列组确认，还得找出治疗办法才好，不然还是得少出门戴口罩//@忒好了儿:回复@公烛谈文化:肺炎冠状病毒目前已知有6种，sars和mers就是非典和中东呼吸综合症是其中2种剧烈的，还有4种是普通的，要说全                ', 'date': '01月09日12:36', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '112', 'comment_count': '371', 'like_count': '1127'}

---------------------------------第9页------------------------------

------------------------------该页有4条微博-----------------------------
{'nickname': '人民医学', 'txt': '\n                    武汉肺炎疫情的事情，从去年年末出现至今，受到整个社会的广泛关注。今日，《长江日报》发表了最新的武汉不明原因肺炎的情况，根据这条报道可以得知，这次的“武汉肺炎”，不是SARS病毒所引起，而是一种人类以前未发现的新型病毒。那些传谣言说武汉肺炎是SARS的，这下该彻底闭嘴了。#特殊日#  \u200b  展开全文c ', 'date': '\n01月09日19:26\n', 'device': '健康医疗 · 视频社区', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '9', 'like_count': '10'}
{'nickname': '人民医学', 'txt': '\n                    武汉肺炎疫情的事情，从去年年末出现至今，受到整个社会的广泛关注。今日，《长江日报》发表了最新的武汉不明原因肺炎的情况，根据这条报道可以得知，这次的“武汉肺炎”，不是SARS病毒所引起，而是一种人类以前未发现的新型病毒。那些传谣言说武汉肺炎是SARS的，这下该彻底闭嘴了。#特殊日#  \u200b  展开全文c ', 'date': '\n01月09日19:26\n', 'device': '健康医疗 · 视频社区', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '9', 'like_count': '10'}
{'nickname': '人民医学', 'txt': '\n                    武汉肺炎疫情的事情，从去年年末出现至今，受到整个社会的广泛关注。今日，《长江日报》发表了最新的武汉不明原因肺炎的情况，根据这条报道可以得知，这次的“武汉肺炎”，不是SARS病毒所引起，而是一种人类以前未发现的新型病毒。那些传谣言说武汉肺炎是SARS的，这下该彻底闭嘴了。#特殊日#  \u200b  展开全文c ', 'date': '\n01月09日19:26\n', 'device': '健康医疗 · 视频社区', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '9', 'like_count': '10'}
{'nickname': '人民医学', 'txt': '\n                    武汉肺炎疫情的事情，从去年年末出现至今，受到整个社会的广泛关注。今日，《长江日报》发表了最新的武汉不明原因肺炎的情况，根据这条报道可以得知，这次的“武汉肺炎”，不是SARS病毒所引起，而是一种人类以前未发现的新型病毒。那些传谣言说武汉肺炎是SARS的，这下该彻底闭嘴了。#特殊日#  \u200b  展开全文c ', 'date': '\n01月09日19:26\n', 'device': '健康医疗 · 视频社区', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '9', 'like_count': '10'}

---------------------------------第10页------------------------------

------------------------------该页有4条微博-----------------------------
{'nickname': '独蓝泪777', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为武汉病毒性肺炎疫情病原体初步判定系新型冠状病毒 O网页链接 \u200b                ', 'date': '\n01月09日19:23\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '独蓝泪777', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为武汉病毒性肺炎疫情病原体初步判定系新型冠状病毒 O网页链接 \u200b                ', 'date': '\n01月09日19:23\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '独蓝泪777', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为武汉病毒性肺炎疫情病原体初步判定系新型冠状病毒 O网页链接 \u200b                ', 'date': '\n01月09日19:23\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '独蓝泪777', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为武汉病毒性肺炎疫情病原体初步判定系新型冠状病毒 O网页链接 \u200b                ', 'date': '\n01月09日19:23\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}

---------------------------------第11页------------------------------

------------------------------该页有6条微博-----------------------------
{'nickname': '厦门网', 'txt': '\n                    【汉不明原因病毒性肺炎病原学鉴定取得初步进展】日前，就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，记者采访了病原检测结果初步评估专家组组长、中国工程院院士徐建国。他表示，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。（新华网）详情》》》 \u200b  展开全文c ', 'date': '\n01月09日19:20\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '厦门网', 'txt': '\n                    【汉不明原因病毒性肺炎病原学鉴定取得初步进展】日前，就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，记者采访了病原检测结果初步评估专家组组长、中国工程院院士徐建国。他表示，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。（新华网）详情》》》 \u200b  展开全文c ', 'date': '\n01月09日19:20\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '橙子街小鬼', 'txt': '\n                    转发微博                ', 'date': '01月09日12:33', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': '9', 'comment_count': '10', 'like_count': '8'}
{'nickname': '橙子街小鬼', 'txt': '\n                    转发微博                ', 'date': '01月09日12:33', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': '9', 'comment_count': '10', 'like_count': '8'}
{'nickname': '橙子街小鬼', 'txt': '\n                    转发微博                ', 'date': '01月09日12:33', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': '9', 'comment_count': '10', 'like_count': '8'}
{'nickname': '橙子街小鬼', 'txt': '\n                    转发微博                ', 'date': '01月09日12:33', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': '9', 'comment_count': '10', 'like_count': '8'}

---------------------------------第12页------------------------------

------------------------------该页有7条微博-----------------------------
{'nickname': '怀念小时候的我', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日19:18\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '无水印壁纸love', 'txt': '\n                    震惊鸟，去年春季香港流感死了357人！为什么当时没有每日一通报深圳政府，为什么没有紧急修例隔离从港来深的人？香港疫区可是死了300多人啊。深圳人口是香港2.5倍，地少人多，人员密集，暴发起来不堪设想。当时医疗系统怎么没有提升至危急？深圳市民没抢购口罩？无声无息疫情过去了？ \u200b                ', 'date': '\n01月09日19:17\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '2', 'comment_count': 0, 'like_count': '6'}
{'nickname': '滦州检察', 'txt': '\n                    转发                ', 'date': '01月09日16:12', 'device': '红米Redmi', 'favorate_count': 0, 'forward_count': '5', 'comment_count': '5', 'like_count': '3'}
{'nickname': '污丞相', 'txt': '\n                    国家发改委：春节前后将继续组织投放冻猪肉储备国家发展改革委价格司有关负责人9日说，今后一段时间，包括春节以后，将继续组织投放冻猪肉储备，努力保障城乡居民基本消费需要。这位负责人在接受记者采访时表示，为做好元旦春节期间猪肉市场保供稳价工作，自2019年12月12日，也就是冬至前10天开始组织 \u200b  展开全文c ', 'date': '\n01月09日19:16\n', 'device': '国泰君安君弘', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '14', 'like_count': '4'}
{'nickname': '污丞相', 'txt': '\n                    国家发改委：春节前后将继续组织投放冻猪肉储备国家发展改革委价格司有关负责人9日说，今后一段时间，包括春节以后，将继续组织投放冻猪肉储备，努力保障城乡居民基本消费需要。这位负责人在接受记者采访时表示，为做好元旦春节期间猪肉市场保供稳价工作，自2019年12月12日，也就是冬至前10天开始组织 \u200b  展开全文c ', 'date': '\n01月09日19:16\n', 'device': '国泰君安君弘', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '14', 'like_count': '4'}
{'nickname': '污丞相', 'txt': '\n                    国家发改委：春节前后将继续组织投放冻猪肉储备国家发展改革委价格司有关负责人9日说，今后一段时间，包括春节以后，将继续组织投放冻猪肉储备，努力保障城乡居民基本消费需要。这位负责人在接受记者采访时表示，为做好元旦春节期间猪肉市场保供稳价工作，自2019年12月12日，也就是冬至前10天开始组织 \u200b  展开全文c ', 'date': '\n01月09日19:16\n', 'device': '国泰君安君弘', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '14', 'like_count': '4'}
{'nickname': '污丞相', 'txt': '\n                    国家发改委：春节前后将继续组织投放冻猪肉储备国家发展改革委价格司有关负责人9日说，今后一段时间，包括春节以后，将继续组织投放冻猪肉储备，努力保障城乡居民基本消费需要。这位负责人在接受记者采访时表示，为做好元旦春节期间猪肉市场保供稳价工作，自2019年12月12日，也就是冬至前10天开始组织 \u200b  展开全文c ', 'date': '\n01月09日19:16\n', 'device': '国泰君安君弘', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '14', 'like_count': '4'}

---------------------------------第13页------------------------------

------------------------------该页有4条微博-----------------------------
{'nickname': 'yangfan666888', 'txt': '\n                    转发微博                ', 'date': '01月09日10:14', 'device': '\n                        01月09日 19:14\n                        ', 'favorate_count': 0, 'forward_count': '16', 'comment_count': '8', 'like_count': '21'}
{'nickname': 'yangfan666888', 'txt': '\n                    转发微博                ', 'date': '01月09日10:14', 'device': '\n                        01月09日 19:14\n                        ', 'favorate_count': 0, 'forward_count': '16', 'comment_count': '8', 'like_count': '21'}
{'nickname': 'yangfan666888', 'txt': '\n                    转发微博                ', 'date': '01月09日10:14', 'device': '\n                        01月09日 19:14\n                        ', 'favorate_count': 0, 'forward_count': '16', 'comment_count': '8', 'like_count': '21'}
{'nickname': 'yangfan666888', 'txt': '\n                    转发微博                ', 'date': '01月09日10:14', 'device': '\n                        01月09日 19:14\n                        ', 'favorate_count': 0, 'forward_count': '16', 'comment_count': '8', 'like_count': '21'}

---------------------------------第14页------------------------------

------------------------------该页有5条微博-----------------------------
{'nickname': '刨丁解羊', 'txt': '\n ', 'date': '01月09日12:36', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '112', 'comment_count': '371', 'like_count': '1127'}
{'nickname': '涪陵检察', 'txt': '\n                    【武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒】                ', 'date': '01月09日08:57', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': '21', 'comment_count': '25', 'like_count': '17'}
{'nickname': '涪陵检察', 'txt': '\n                    【武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒】                ', 'date': '01月09日08:57', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': '21', 'comment_count': '25', 'like_count': '17'}
{'nickname': '涪陵检察', 'txt': '\n                    【武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒】                ', 'date': '01月09日08:57', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': '21', 'comment_count': '25', 'like_count': '17'}
{'nickname': '涪陵检察', 'txt': '\n                    【武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒】                ', 'date': '01月09日08:57', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': '21', 'comment_count': '25', 'like_count': '17'}

---------------------------------第15页------------------------------

------------------------------该页有6条微博-----------------------------
{'nickname': '用户5651944339', 'txt': '\n                    【微博账号安全随机检测】如您发现您的账号有我们检测信息请尽快修改密码！！！rngsq生怕自己已落进了脑膜炎的魔爪。医生和药剂师们在过多病人的压力下，工作更加艰难了。巴西的情况助长了疫情的传播。病菌在人口过剩、极度贫困的环境中繁殖。这里的贫困跟我在扎伊尔见到的完全不同。在非洲，至少还总 \u200b  展开全文c ', 'date': '\n01月09日19:08\n', 'device': 'Android客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '哼哈二将周', 'txt': '\n                    武汉肺炎：疫情病原体初步判定为新型冠状病毒 O武汉肺炎：疫情病原体初步判定为新型冠状病毒 \u200b                ', 'date': '\n01月09日19:05\n', 'device': '分享按钮', 'favorate_count': 0, 'forward_count': '1', 'comment_count': 0, 'like_count': '1'}
{'nickname': '明月我家', 'txt': '\n                    日本冲绳发现猪瘟 已经扑杀1813头猪《朝日新闻》网站报道，日本冲绳县宇流麻市的农场内养殖的家猪近日发现感染猪瘟。日本农林水产省和冲绳县政府8日对两家农场的总计1813头猪进行了扑杀。截至8日晚，冲绳县其他农场尚未发现疫情。据冲绳县畜产科介绍，此次扑杀的是已确认感染猪瘟的825头猪以及隔壁 \u200b  展开全文c ', 'date': '\n01月09日19:04\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '明月我家', 'txt': '\n                    日本冲绳发现猪瘟 已经扑杀1813头猪《朝日新闻》网站报道，日本冲绳县宇流麻市的农场内养殖的家猪近日发现感染猪瘟。日本农林水产省和冲绳县政府8日对两家农场的总计1813头猪进行了扑杀。截至8日晚，冲绳县其他农场尚未发现疫情。据冲绳县畜产科介绍，此次扑杀的是已确认感染猪瘟的825头猪以及隔壁 \u200b  展开全文c ', 'date': '\n01月09日19:04\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '明月我家', 'txt': '\n                    日本冲绳发现猪瘟 已经扑杀1813头猪《朝日新闻》网站报道，日本冲绳县宇流麻市的农场内养殖的家猪近日发现感染猪瘟。日本农林水产省和冲绳县政府8日对两家农场的总计1813头猪进行了扑杀。截至8日晚，冲绳县其他农场尚未发现疫情。据冲绳县畜产科介绍，此次扑杀的是已确认感染猪瘟的825头猪以及隔壁 \u200b  展开全文c ', 'date': '\n01月09日19:04\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '明月我家', 'txt': '\n                    日本冲绳发现猪瘟 已经扑杀1813头猪《朝日新闻》网站报道，日本冲绳县宇流麻市的农场内养殖的家猪近日发现感染猪瘟。日本农林水产省和冲绳县政府8日对两家农场的总计1813头猪进行了扑杀。截至8日晚，冲绳县其他农场尚未发现疫情。据冲绳县畜产科介绍，此次扑杀的是已确认感染猪瘟的825头猪以及隔壁 \u200b  展开全文c ', 'date': '\n01月09日19:04\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}

---------------------------------第16页------------------------------

------------------------------该页有5条微博-----------------------------
{'nickname': '旗回嘴淄博1T', 'txt': '\n                    讲述恐怖血族暴发疫情：卷土重来的故事。【血族】《血族》已更新至第2集：小火龙：这部剧绝对是你的菜……对于喜欢看恐怖题材美剧的观众而言……帮我烤个鸡翅膀；就决定是你了。该剧由《环太平洋》导演打造！ \u200b                ', 'date': '\n01月09日19:00\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '咸宁日报社', 'txt': '\n                    【专家称武汉不明原因肺炎病原体为新型冠状病毒】日前，就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，记者采访了病原检测结果初步评估专家组组长、中国工程院院士徐建国。他表示，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 \u200b                ', 'date': '\n01月09日19:00\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '2'}
{'nickname': '咸宁日报社', 'txt': '\n                    【专家称武汉不明原因肺炎病原体为新型冠状病毒】日前，就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，记者采访了病原检测结果初步评估专家组组长、中国工程院院士徐建国。他表示，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 \u200b                ', 'date': '\n01月09日19:00\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '2'}
{'nickname': '咸宁日报社', 'txt': '\n                    【专家称武汉不明原因肺炎病原体为新型冠状病毒】日前，就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，记者采访了病原检测结果初步评估专家组组长、中国工程院院士徐建国。他表示，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 \u200b                ', 'date': '\n01月09日19:00\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '2'}
{'nickname': '咸宁日报社', 'txt': '\n                    【专家称武汉不明原因肺炎病原体为新型冠状病毒】日前，就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，记者采访了病原检测结果初步评估专家组组长、中国工程院院士徐建国。他表示，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 \u200b                ', 'date': '\n01月09日19:00\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '2'}

---------------------------------第17页------------------------------

------------------------------该页有4条微博-----------------------------
{'nickname': '四川工人日报', 'txt': '\n                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒 \u200b  展开全文c ', 'date': '\n01月09日18:55\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '四川工人日报', 'txt': '\n                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒 \u200b  展开全文c ', 'date': '\n01月09日18:55\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '四川工人日报', 'txt': '\n                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒 \u200b  展开全文c ', 'date': '\n01月09日18:55\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '四川工人日报', 'txt': '\n                    【#武汉不明原因肺炎病原体为新型冠状病毒#】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒 \u200b  展开全文c ', 'date': '\n01月09日18:55\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}

---------------------------------第18页------------------------------

------------------------------该页有5条微博-----------------------------
{'nickname': 'kakakaq11', 'txt': '\n                    //@米虫之台州:武汉不明原因病毒性肺炎疫情病原体初步判定为新型冠状病毒#武汉肺炎# ', 'date': '01月09日08:15', 'device': 'iPhone X', 'favorate_count': 0, 'forward_count': '85', 'comment_count': '42', 'like_count': '194'}
{'nickname': '用户7022937951', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日18:49\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '用户7022937951', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日18:49\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '用户7022937951', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日18:49\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
